Foto, Nimi, Vanus, Reiting, Palk, Reputatsioon, Motivatsioon, Riik
<img src="https://cdn.sofifa.org/players/4/19/199131.png">,A. Tinnerholm,27,71,5,1,K&otilde;rge,Sweden
<img src="https://cdn.sofifa.org/players/4/19/205531.png">,V. Verre,24,71,18,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/224987.png">,I. Provedel,24,71,6,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/229084.png">,R. Herrera,29,71,18,1,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/163804.png">,J. F&eacute;ret,35,71,4,2,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/234716.png">,J. Attamah,24,71,12,1,K&otilde;rge,Ghana
<img src="https://cdn.sofifa.org/players/4/19/239580.png">,Bremer,21,71,16,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/145117.png">,Dorca,35,71,5,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/158685.png">,Defendi,32,71,8,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/227293.png">,Jonas,26,71,21,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/176605.png">,P. Armero,31,71,2,2,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/201438.png">,H. Van Der Bruggen,25,71,9,1,K&otilde;rge,Belgium
<img src="https://cdn.sofifa.org/players/4/19/212446.png">,L. Garritano,24,71,11,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/225502.png">,K. Balanta,21,71,2,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/230366.png">,Silvosinho,34,71,11,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/230367.png">,Tony Muttinho,34,71,13,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/202208.png">,D. Petratos,25,71,4,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/188128.png">,Manu Barreiro,31,71,7,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/189920.png">,R. K&ouml;se,30,71,7,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/190432.png">,Oier,32,71,7,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/16097.png">,N. Rimando,39,71,3,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/219617.png">,J. Arzura,25,71,12,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/226273.png">,S. Davis,25,71,6,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/238305.png">,Nacho Vidal,23,71,6,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/179681.png">,M. Samudio,31,71,7,1,K&otilde;rge,Paraguay
<img src="https://cdn.sofifa.org/players/4/19/188385.png">,M. Martin,30,71,12,2,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/142818.png">,F. Cubero,39,71,6,1,Madal,Argentina
<img src="https://cdn.sofifa.org/players/4/19/204771.png">,R. Baca,28,71,17,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/197860.png">,Ivo Pinto,28,71,17,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/210404.png">,S. Doukara,26,71,13,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/234980.png">,Y. Shakhov,27,71,1,1,K&otilde;rge,Ukraine
<img src="https://cdn.sofifa.org/players/4/19/124388.png">,O. &Ccedil;ek,27,71,9,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/227813.png">,O. Zinchenko,21,71,38,1,K&otilde;rge,Ukraine
<img src="https://cdn.sofifa.org/players/4/19/238053.png">,S. Limbombe,27,71,15,1,K&otilde;rge,Belgium
<img src="https://cdn.sofifa.org/players/4/19/239845.png">,K. Galanopoulos,20,71,1,1,K&otilde;rge,Greece
<img src="https://cdn.sofifa.org/players/4/19/175589.png">,Feng Xiaoting,32,71,11,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/244709.png">,M. Jevtovic,24,71,9,1,K&otilde;rge,Serbia
<img src="https://cdn.sofifa.org/players/4/19/198630.png">,Arroyo,29,71,6,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/212710.png">,Joel Pereira,22,71,35,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/226278.png">,Xavier,25,71,4,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/228838.png">,E. Remedi,23,71,5,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/187878.png">,L. Mare&#269;ek,28,71,10,1,Keskmine,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/204519.png">,C. Martina,28,71,46,1,K&otilde;rge,Curacao
<img src="https://cdn.sofifa.org/players/4/19/237799.png">,K. Sugimoto,25,71,6,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/181479.png">,A. Wilkinson,33,71,6,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/184807.png">,Mano,31,71,4,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/200424.png">,B. Rienstra,28,71,7,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/223208.png">,Z. Kalm&aacute;r,23,71,0,1,Keskmine,Hungary
<img src="https://cdn.sofifa.org/players/4/19/236264.png">,P. Aquino,23,71,14,1,K&otilde;rge,Peru
<img src="https://cdn.sofifa.org/players/4/19/178152.png">,R. Faty,31,71,13,1,K&otilde;rge,Senegal
<img src="https://cdn.sofifa.org/players/4/19/200425.png">,M. te Wierik,26,71,6,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/137449.png">,J. Callsen-Bracker,33,71,14,2,Madal,Germany
<img src="https://cdn.sofifa.org/players/4/19/191209.png">,J. Isijara,28,71,14,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/214506.png">,R. Torres,32,71,5,1,Keskmine,Panama
<img src="https://cdn.sofifa.org/players/4/19/224490.png">,M. &Ccedil;elik,21,71,12,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/163050.png">,B. Sharp,32,71,10,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/232938.png">,T. Tomiyasu,19,71,3,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/198379.png">,G. Thorne,25,71,23,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/200683.png">,O. Rashid,26,71,4,1,Keskmine,Iraq
<img src="https://cdn.sofifa.org/players/4/19/210923.png">,M. Al Owais,26,71,17,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/212715.png">,S. Palacios,26,71,18,1,Madal,Argentina
<img src="https://cdn.sofifa.org/players/4/19/235499.png">,D. Benlamri,28,71,20,1,Keskmine,Algeria
<img src="https://cdn.sofifa.org/players/4/19/237548.png">,O. Haddadi,26,71,9,1,Keskmine,Tunisia
<img src="https://cdn.sofifa.org/players/4/19/244204.png">,N. Kati&#263;,21,71,20,1,K&otilde;rge,Croatia
<img src="https://cdn.sofifa.org/players/4/19/201965.png">,S. Thern,25,71,5,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/206317.png">,N. Bitton,26,71,28,1,Madal,Israel
<img src="https://cdn.sofifa.org/players/4/19/201966.png">,A. S&oslash;derlund,30,71,6,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/210926.png">,A. Ateef,25,71,20,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/216302.png">,E. Garc&iacute;a,28,71,18,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/238830.png">,Alexandre Guedes,24,71,7,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/134895.png">,R. Hilbert,33,71,7,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/205551.png">,&Aacute;lvaro Lemos,25,71,7,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/216815.png">,Fl&aacute;vio,24,71,6,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/230383.png">,Pombaxinho,34,71,8,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/192495.png">,R. Sawyers,26,71,26,1,Madal,St Kitts Nevis
<img src="https://cdn.sofifa.org/players/4/19/199152.png">,D. Leki&#263;,33,71,8,1,Madal,Serbia
<img src="https://cdn.sofifa.org/players/4/19/163056.png">,N. Champagne,33,71,6,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/189680.png">,F&aacute;bio,27,71,15,2,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/199409.png">,Deivid,29,71,7,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/172529.png">,B. H&auml;m&auml;l&auml;inen,29,71,13,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/198386.png">,S. Dubarbier,32,71,7,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/200434.png">,L. Cavanda,27,71,10,1,K&otilde;rge,Belgium
<img src="https://cdn.sofifa.org/players/4/19/208114.png">,Patrick,27,71,4,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/212466.png">,C. Cisneros,24,71,20,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/220659.png">,J. Brownhill,22,71,23,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/230387.png">,Heitinho Zanon,34,71,8,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/237555.png">,J. Bolingi,24,71,8,1,K&otilde;rge,DR Congo
<img src="https://cdn.sofifa.org/players/4/19/186355.png">,E. Conde,35,71,0,1,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/204276.png">,T. Hemed,31,71,30,1,Keskmine,Israel
<img src="https://cdn.sofifa.org/players/4/19/205556.png">,L. Krajnc,23,71,9,1,Keskmine,Slovenia
<img src="https://cdn.sofifa.org/players/4/19/205812.png">,P. Terracciano,28,71,8,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/214772.png">,N. Pasquini,27,71,11,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/232692.png">,G. Acosta,29,71,9,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/181236.png">,Fernando Boldrin,29,71,10,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/189172.png">,Fidel,28,71,8,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/212470.png">,M. Rodriguez,27,71,3,1,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/213750.png">,K. Sema,24,71,27,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/214006.png">,Y. Candelo,26,71,4,1,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/223734.png">,R. Garc&iacute;a Guerre&ntilde;o,28,71,12,1,Madal,Paraguay
<img src="https://cdn.sofifa.org/players/4/19/225782.png">,A. Maitland-Niles,20,71,38,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233974.png">,Nathael Silbeira,34,71,13,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/176630.png">,Marco Rocha,31,71,3,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/189430.png">,S. Colombi,27,71,2,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/191222.png">,Unai Medina,28,71,7,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/202487.png">,Jair,29,71,4,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/164855.png">,J. Lynch,30,71,7,1,Keskmine,Wales
<img src="https://cdn.sofifa.org/players/4/19/232183.png">,C. Fai,25,71,9,1,K&otilde;rge,Cameroon
<img src="https://cdn.sofifa.org/players/4/19/234488.png">,M. Rygaard,27,71,10,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/237560.png">,M. Djenepo,20,71,8,1,Keskmine,Mali
<img src="https://cdn.sofifa.org/players/4/19/182520.png">,M. M&auml;nnel,30,71,4,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/120312.png">,M. Dawson,34,71,27,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/219641.png">,Cristian L&oacute;pez,29,71,17,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/220921.png">,A. Esiti,24,71,11,1,K&otilde;rge,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/221433.png">,O. Govea,22,71,7,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/233977.png">,Eduardo Fonseira,30,71,11,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/169978.png">,R. Beerens,30,71,11,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/221179.png">,Sebas Coris,25,71,17,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/226299.png">,B. R&oacute;chez,23,71,8,1,Madal,Honduras
<img src="https://cdn.sofifa.org/players/4/19/172283.png">,Carlos Mart&iacute;nez,32,71,7,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/222204.png">,Cao Yunding,28,71,11,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/223740.png">,Eguaras,26,71,7,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/140029.png">,O. P&eacute;rez,45,71,8,2,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/193277.png">,J. Siebenhandl,28,71,11,1,Keskmine,Austria
<img src="https://cdn.sofifa.org/players/4/19/198654.png">,A. Kolomeytsev,29,71,1,1,Keskmine,Russia
<img src="https://cdn.sofifa.org/players/4/19/195838.png">,Crivellaro,29,71,9,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/209407.png">,L. Lollo,27,71,10,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/212223.png">,S. Maguire,24,71,10,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/218623.png">,Caf&uacute;,25,71,5,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/162047.png">,Zapater,33,71,7,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/207872.png">,J. Botaka,25,70,7,1,K&otilde;rge,DR Congo
<img src="https://cdn.sofifa.org/players/4/19/212992.png">,J. B&ouml;&eth;varsson,26,70,20,1,K&otilde;rge,Iceland
<img src="https://cdn.sofifa.org/players/4/19/233472.png">,N. Sarenren Bazee,21,70,13,1,Keskmine,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/184320.png">,R. Bianco,30,70,3,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/143617.png">,O. Ad?n,32,70,10,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/223489.png">,A. Pe&scaron;i&#263;,26,70,22,1,K&otilde;rge,Serbia
<img src="https://cdn.sofifa.org/players/4/19/228353.png">,G. Hendrickx,23,70,7,1,K&otilde;rge,Belgium
<img src="https://cdn.sofifa.org/players/4/19/198914.png">,J. Hochscheidt,30,70,5,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/214018.png">,J. Cabezas,27,70,5,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/233986.png">,Jony Reitosa,26,70,11,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/186882.png">,P. &Scaron;teinbors,32,70,3,1,Keskmine,Latvia
<img src="https://cdn.sofifa.org/players/4/19/199683.png">,K. &Ccedil;&ouml;rek&ccedil;i,26,70,15,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/206083.png">,J. Murphy,23,70,21,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/216067.png">,R. Gagliolo,28,70,21,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/225539.png">,D. Solanke,20,70,37,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/230147.png">,F. Sacko,23,70,5,1,K&otilde;rge,Mali
<img src="https://cdn.sofifa.org/players/4/19/236547.png">,J. S&yacute;kora,24,70,1,1,K&otilde;rge,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/190467.png">,D. de Buen,26,70,11,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/203780.png">,F. Veseli,25,70,7,1,Keskmine,Albania
<img src="https://cdn.sofifa.org/players/4/19/207876.png">,A. Gonz&aacute;lez,25,70,4,1,K&otilde;rge,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/211204.png">,D. John,23,70,12,1,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/162052.png">,D. Ousted,33,70,4,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/241412.png">,A. Preciado,23,70,11,1,Keskmine,Ecuador
<img src="https://cdn.sofifa.org/players/4/19/212229.png">,Filipe Chaby,24,70,4,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/214021.png">,F. Torijano,29,70,3,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/156421.png">,J. Valenzuela,34,70,11,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/230405.png">,Barbosaldinho,30,70,9,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/235781.png">,Santi Comesa&ntilde;a,21,70,8,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/230150.png">,Lu&iacute;s Machado,25,70,7,1,Madal,Portugal
<img src="https://cdn.sofifa.org/players/4/19/231942.png">,Han Chan Hee,21,70,4,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/235526.png">,D. Geiger,20,70,13,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/241670.png">,F. Bradari&#263;,26,70,15,1,Madal,Croatia
<img src="https://cdn.sofifa.org/players/4/19/176902.png">,L. Figueroa,35,70,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/138247.png">,K. Stuhr-Ellegaard,35,70,2,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/219655.png">,F. Zampano,24,70,3,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/157703.png">,U. H&uuml;nemeier,32,70,7,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/227591.png">,A. Canelo,26,70,14,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/200968.png">,F. Ogier,29,70,4,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/204040.png">,Luiz Ant&ocirc;nio,27,70,16,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/212232.png">,J. Maclaren,24,70,11,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/213512.png">,G. &THORN;&oacute;rarinsson,26,70,4,1,Keskmine,Iceland
<img src="https://cdn.sofifa.org/players/4/19/197641.png">,B. Leroy,29,70,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/206601.png">,M. Sampirisi,25,70,3,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/214025.png">,C. Higuita,24,70,4,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/238857.png">,Wilson Manaf&aacute;,23,70,5,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/241673.png">,B. Bari&scaron;i&#263;,25,70,23,1,K&otilde;rge,Croatia
<img src="https://cdn.sofifa.org/players/4/19/245257.png">,Jo&atilde;o Lucas,22,70,3,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/189961.png">,V. Kadlec,26,70,1,1,K&otilde;rge,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/205834.png">,S. Lundevall,29,70,4,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/234762.png">,Alberto Benito,26,70,6,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/238346.png">,H. Mendyl,20,70,10,1,K&otilde;rge,Morocco
<img src="https://cdn.sofifa.org/players/4/19/241162.png">,J. Paintsil,20,70,7,1,K&otilde;rge,Ghana
<img src="https://cdn.sofifa.org/players/4/19/212747.png">,T. Mart&iacute;nez,23,70,4,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/222475.png">,M. Thorsby,22,70,5,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/157707.png">,B. Berisha,32,70,8,1,K&otilde;rge,Kosovo
<img src="https://cdn.sofifa.org/players/4/19/234763.png">,Ram&oacute;n Folch,28,70,7,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/220172.png">,S. Janko,22,70,6,1,K&otilde;rge,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/221452.png">,Nano,23,70,12,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/239116.png">,C. Ganea,26,70,11,1,Keskmine,Romania
<img src="https://cdn.sofifa.org/players/4/19/8205.png">,Braga,35,70,5,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/139533.png">,A. Hutton,33,70,10,2,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/220429.png">,G. Campi,27,70,9,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/173325.png">,De las Cuevas,32,70,6,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/183565.png">,A. Feick,30,70,7,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/225294.png">,Edson Farias,26,70,7,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/238862.png">,Lucas Possignolo,24,70,5,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/190734.png">,G. Makaridze,28,70,5,1,Keskmine,Georgia
<img src="https://cdn.sofifa.org/players/4/19/199183.png">,Kim Bo Kyung,28,70,7,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/209423.png">,M. Michel,26,70,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/220175.png">,O. Kemen,21,70,21,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/222991.png">,M. Saito,28,70,6,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/161807.png">,M. Kelemen,38,70,3,1,Keskmine,Slovakia
<img src="https://cdn.sofifa.org/players/4/19/230415.png">,Lourival Dinisco,30,70,11,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/233999.png">,Jairo Farnias,30,70,11,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/222224.png">,P. Anton,27,70,0,1,K&otilde;rge,Romania
